Country,R2,shift,C1_School closing,C1_School closing_Flag,C2_Workplace closing,C2_Workplace closing_Flag,C3_Cancel public events,C3_Cancel public events_Flag,C4_Restrictions on gatherings,C4_Restrictions on gatherings_Flag,C5_Close public transport,C5_Close public transport_Flag,C6_Stay at home requirements,C6_Stay at home requirements_Flag,C7_Restrictions on internal movement,C7_Restrictions on internal movement_Flag,C8_International travel controls,E1_Income support,E1_Income support_Flag,E2_Debt/contract relief,H1_Public information campaigns,H1_Public information campaigns_Flag,H2_Testing policy,H3_Contact tracing,H5_Investment in vaccines,H6_Facial Coverings,H6_Facial Coverings_Flag,H7_Vaccination policy,H7_Vaccination policy_Flag,H8_Protection of elderly people,H8_Protection of elderly people_Flag,V1_Vaccine Prioritisation (summary),V2A_Vaccine Availability (summary),V2B_Vaccine age eligibility/availability age floor (general population summary),V2C_Vaccine age eligibility/availability age floor (at risk summary),V2D_Medically/ clinically vulnerable (Non-elderly),V2E_Education,V2F_Frontline workers  (non healthcare),V2G_Frontline workers  (healthcare),V3_Vaccine Financial Support (summary)
Seychelles,0.6653,17,0.000124946,0.000312138,0.000805849,0.000754303,-0.00015167,0.000719305,-0.000419445,0.00025132,-4.51E-05,0.000142911,4.77E-05,-0.002971825,0.000104192,0,-0.000680586,0,-0.004489168,-0.002668806,-0.000549225,0.000825066,1.90E-05,-0.000848589,2.64E-05,0,0.00018755,0.00024828,-0.000318629,-7.12E-05,0,-9.64E-05,0.014111837,0.000476619,-0.000228188,-5.98E-05,1.56E-05,0.000152488,0,0
Sudan,0.949,12,0,-0.003222658,0,0,0,0,0,-0.002659484,-0.001695735,0,-0.005756665,0,-0.002586577,0.008870506,-0.008839533,0,0,0,0.004828537,0,0,0.007311782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libya,0.7626,0,0,0.031975465,0,0,0,0,0.011752726,0.001335497,0,-0.004422649,0,0,0,0,0,0,0.011345102,0.00334924,-0.014013132,0.002067702,0,0,0,0,0,0,0,0,0,0.107154608,0,0,0,0,0,0,0,0
Czech Republic,0.9687,0,-0.003889038,-0.003417177,-0.007738003,-0.002793816,-0.002085671,-0.002559317,-2.66E-05,0.000411172,-0.000859231,-0.000969744,-0.002287465,-0.015751699,-0.004768134,-0.011783243,0,0,-0.014378134,0,0.307223703,-0.012387487,-0.002853829,0.062912511,0.000893709,-0.001657419,-0.000193173,-0.000306067,-0.000751552,0,-9.39E-05,1.41E-05,-0.001562898,-0.000283401,-0.000359611,0.020290725,-3.29E-05,0.00051609,0,0
Slovak Republic,0.9463,19,0.004668341,0.000791259,9.96E-05,-0.000409864,-4.46E-06,-0.000669295,8.95E-05,0.003220837,0.000849274,-0.000964303,0,-0.000330483,0,0.000697882,-9.39E-06,-0.005389222,-0.000169535,-0.002354825,0.009291896,-0.002877368,0.001660929,0.006789314,0,5.29E-05,0.005360331,0.001355327,0.010757204,-0.000180239,0,-0.000820672,0.002106141,0,0,0,0,0,0,0
Nepal,0.84,0,0.001378262,-0.000913685,-4.74E-05,0.000680935,0.002036103,0.00507681,0.003530839,-0.001464896,-0.00169975,0.002779634,-0.0005697,-0.002757932,0.001470956,0.004501435,-0.005051304,0.001235389,-0.015390078,0,0.0140773,0.000121507,0,0.063633707,-0.004018512,0.000344084,-0.000627558,-0.001034241,-0.000386831,-0.000233008,-0.000345137,-0.00021467,0,0,0.008015805,-0.006060745,-4.96E-05,0.003315776,0,0
Oman,0.9681,13,-0.000836413,-6.36E-05,3.23E-05,-0.000177809,-0.000872028,-0.000564964,0.000806125,0.000563366,0.000235862,0.00030828,0.001016101,0.001180117,0.000808237,0.007167277,0.004042697,0,0.002648164,-0.004675636,0.001902011,0.000644088,-0.000738602,-0.002155619,-0.000231241,-0.002475191,0.001098908,8.84E-05,-0.000569962,0,0.001010726,-0.001076374,-0.000120936,0,0,0,0,0,0,0
Timor-Leste,0.9385,19,0.002564551,-0.000115504,-2.42E-05,0.000220429,0.000469756,0.000700388,0.000282277,-3.49E-06,-5.90E-05,0.000729723,-6.86E-05,0.001744994,0.002061023,-0.000416488,0.000553613,-0.001432785,0,-0.004235793,-0.005672062,0,0.002438595,0.004958238,-0.000763485,-0.000419014,-9.78E-05,0.000115667,-0.001357452,-0.000265458,0,0.00391508,-0.000271684,-9.60E-05,0.000309308,-0.000519975,-0.001297112,0,0,0
Macao,0.7031,10,0.000128913,8.64E-05,0,0,0,0.0014331,-0.000453235,0,0,0,0.000501867,-8.20E-05,0.000231017,-1.14E-05,-6.63E-06,0,0,-0.000342797,-3.84E-05,0,0,-4.96E-05,0.000348432,0,-1.42E-05,0.00017916,-5.94E-05,0,0,0,0,0,0,0,0,0,0,0
Albania,0.9611,12,0,0,-0.001077492,0,-0.00011086,0.000524576,0,0.001647121,-8.58E-05,0,0.001699884,-0.001451618,0,-0.001953773,-3.82E-06,-0.000819935,0,-0.004596332,-0.001164129,-0.011444451,-0.001867981,-0.000261466,-4.97E-06,0.015225772,0.000102416,0,1.37E-05,0.000179765,-7.14E-05,-0.000270977,0.000159881,-0.000186473,0.000374033,0,0,0,0,0
Vietnam,0.8711,13,-0.00176489,0.001573983,-1.24E-05,0.000646216,0.000109253,-0.002067879,-0.000123848,0.000201879,0.000219778,-0.000221644,-0.000110733,0.000623118,0.000790082,3.86E-05,0.000325983,-0.000665708,-0.003947564,0.003875237,-8.72E-05,-2.86E-05,0.000549949,0.000886458,0.000354693,0.000621339,-0.004260079,-0.001229972,0,0.006494546,1.03E-05,0.001320089,-0.00080046,-0.00016935,0,0,0,0,0,0
Philippines,0.7884,11,-0.013032816,0.000510333,3.36E-06,6.88E-05,-0.005887579,0.024951694,2.26E-05,-0.000562157,-0.001584235,3.75E-05,-0.013548418,0.000787848,0.022261808,0.000546115,-1.10E-05,0.000251133,0,0.008115028,0,-5.51E-05,0,6.54E-05,-0.000310153,3.27E-06,-0.000106888,0.000630019,-0.027989853,5.07E-05,0,0.008258551,0,0,-1.11E-05,0,0,0,0,0
Gambia,0.8804,14,-0.004927854,0.007646935,-0.000753123,0.010141138,-0.000560761,-0.012880323,0,6.33E-05,0,0.000367836,0.003295185,0.000950755,-2.37E-05,-2.26E-05,0,-0.033173259,0.000884999,-0.001946823,0.003302587,0.000129146,-0.000356469,2.18E-06,0.002235411,0,0.000527906,-0.005368611,0.005962218,0,0,0,0,0,0,0,0,0,0,0
Kuwait,0.9771,5,0.000233457,5.22E-05,2.62E-05,0.000121137,-0.000417545,0.000232586,-0.002172221,0.000274624,0.002290222,0.000850672,0.001570249,0.000497517,9.74E-05,0.000871023,0,0,-0.002375644,-0.000295116,0,0.001592024,0.002686269,0.005462982,-6.27E-06,0.001696811,-0.000339614,0.000443888,-0.001011798,-0.002034585,0.000140843,-1.59E-05,0,-8.12E-05,0.026709033,0.019588045,7.01E-05,0,0,0
Uzbekistan,0.9684,19,3.46E-06,0.000114278,0.000145078,-0.000169549,-1.28E-05,0.000299839,-0.000316322,0.000188595,0.000519809,0.002878794,0.00265777,0.000100877,0.000459564,-0.000827689,-0.000992036,0,0,0.000853831,-0.003192936,-0.000689685,0.005425637,-0.000354059,-9.70E-05,0.001161442,-3.92E-06,-8.25E-05,-0.000193741,-0.000119891,-0.000136627,0,-0.000100268,-7.60E-05,-9.45E-06,0,0,0,0,0
Peru,0.9686,0,-0.001204927,-0.002359091,0.001086264,0,0.001073654,0.003284974,-0.009551691,0.010550113,0.000664563,0.00085797,-0.000889621,0.014762201,0.009431537,0,0,-0.006160651,0,0.249906503,0.21815203,-0.003031829,0.007924927,-0.002301551,-0.000508861,-0.004365352,-0.001351884,0,-0.000806014,-0.000975464,0,0.000454361,-0.002111435,-1.79E-05,0,0.00444163,0,0,0,0
Belarus,0.9279,12,0.009076529,0,0,0,0,0.001930568,0.001253028,0,0.042183859,-0.00673788,-0.001988788,0.009214248,0.00731533,-0.005166864,-0.002193145,0,0.003924214,0.010153348,0.017217442,0.02094488,0.075671883,-0.009520381,0.007406772,-0.000159789,-0.000205485,-0.001108475,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,0.881,2,0.002432217,0.001317971,0.003254323,0.000109391,0.000737752,-0.000705431,0.005308187,0.009851494,0.002438078,0.001335865,0.005275614,0.001710462,0.001570437,0,0.005359349,0.00073479,0.001491781,0.002695682,-0.009101822,-4.52E-05,-0.006086707,0,0.001117363,0.006133857,-0.000750206,0.002782529,0.014768561,0.004938592,-0.000910713,0.00084911,0.001571379,-0.000784843,-0.003028792,0,0,0,0,0
Tajikistan,0.8741,19,-0.000298902,2.35E-05,4.10E-07,0.000281692,-8.24E-05,0.000756993,0.001229914,9.16E-05,-0.000222091,-0.000812696,0,7.43E-05,-0.000493258,0,-0.000555871,0,0,0.000167088,0.00027991,0.000129533,0.001711156,0.001113933,-0.00081843,0,0.000161187,0,0.001813656,0,0.000154827,0.000136131,-7.26E-06,0,0,0,0,0,0,0
Benin,0.7836,19,0.000448085,0.002045334,4.20E-05,0,-0.000419307,0.000623393,-0.005893129,0.000597698,-0.000441433,0.000438293,0.000808909,-0.002875276,-0.004182772,0.00469055,0,0,0,0.010112415,0.002872754,-6.24E-05,-0.000482735,-0.000192867,0.000274833,0.004588899,-0.000683951,0.006527078,-0.002007358,0,0.00021355,-0.000617385,-0.000121394,0,0,0,0,0,0,0
Morocco,0.9687,0,-0.000207691,0.000782583,-0.001915031,0.000155914,-0.003444288,-0.000603727,-0.001948411,-0.001343132,-0.000937705,0.001018276,0.001427683,0.001400836,0.009129949,4.68E-05,-0.000419217,0,0.01398494,-0.004645284,-0.003297334,0.000380004,-0.004192857,0.007542033,-0.000779991,-0.005145139,0,0.117103606,-0.001509908,0.018876589,0.000113787,0.112257699,0.000248506,0.125624786,0.006778265,0,0,0,0,0
Iceland,0.947,16,-0.000590058,-0.000187636,0.001218445,0.000148412,0.000554013,0,0,0,0,0.00389331,0.016172935,0,0,-0.001217256,-0.001977157,0,0.00017074,-4.92E-05,0.000758419,3.35E-05,-4.33E-05,0.004217242,4.48E-05,0.000438404,0.000608357,0,0.005929847,0.005288635,0,0.011327518,0.039490861,-0.000346345,0.000145813,0.000747122,0,0,0,0
Congo,0.8734,0,0,0,0,0,0,0.005304775,0,0,0,0,0,0.017020609,0.12377953,0,0,0,0,0,0,-0.004835588,0,0,0,0,0,0,0.334510694,0,0,0,0,0,0,0,0,0,0,0
Serbia,0.9071,0,-0.000427013,-0.002038042,0.000273076,0.002767756,0.004306133,0.020094849,8.50E-05,0.002336526,0.002180128,-0.002149297,0.016908123,-0.007936729,0,0,-0.000109893,0,-0.004710785,0.009272302,0.011035745,-0.000756866,-0.000574564,0.005783369,-0.002814435,-0.001896154,0.000232163,0,0.001190436,0.001036829,3.13E-05,0.000805579,0.128347595,-2.58E-05,0.004725821,0.004700606,0,0,0,0
Saudi Arabia,0.988,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007170711,0.042494028,0,0,0,0,0,0,0,0,0,0,-0.015857277,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,0.9561,19,-0.000110226,0.000282777,-0.000286664,-0.000168998,-0.000131953,-0.000313506,0.000228399,0.000534526,-0.001052794,9.37E-05,0,-0.000249288,0,0.002973643,-0.001613915,0.002045329,-0.000446249,-0.0005486,-0.001128342,-0.00046686,-0.001007651,0.00222903,0,-0.000929006,0.003188314,0.002918094,0.001906684,0.008521359,0.032476907,-0.000547972,0.027279893,0.033577873,-0.000588492,0,0,0,0,0
South Korea,0.9019,18,-0.000372773,0.001080044,0.002408729,-0.001577664,-0.002345299,-0.003844132,-0.004190164,0,0,0.001571291,-4.61E-05,-2.35E-05,0.000547435,-0.00526077,0.016705482,0,0.000637425,-0.001699992,-0.001699689,0.003705391,-0.001542365,-0.003483864,-0.00066006,-0.001885945,-0.000302518,-0.000102478,0,0.02825873,0.293776224,0.007994478,-9.05E-05,0.015487387,0,0,0,0,0,0
Russia,0.9728,19,0.000165904,0.002037079,0.00150325,-0.000546811,-0.001385929,-0.000263438,-0.000163588,0.00107939,0.001434676,-0.000560745,-0.000819265,-0.000933363,0.001470296,0.006771756,0.000839131,0.000506819,-0.002755861,-0.002026462,0,0.003468826,0.015122519,-0.000251871,-0.000142246,-0.001420715,0.000214646,0.000163499,-0.000266066,-0.001168774,0.00010001,-0.000695868,-2.47E-05,-5.08E-05,-0.000182726,2.87E-05,0,0,0,0
Sierra Leone,0.9652,2,0.003716537,-0.000368981,0.000340098,-0.001265106,7.98E-06,-0.000441152,0.000722493,-0.011186584,0,0,0,-0.000242935,0,-0.01593298,0.001565307,0.000588506,1.66E-05,0.004165447,-0.000607779,4.41E-05,0,0.000622946,-0.006341937,0,-0.000787651,-7.82E-07,0,0,0,8.43E-05,0,0,0,0,0,0,0,0
Hungary,0.9544,0,-0.001207737,0.003198811,0.001790805,-0.000235648,-0.000529287,0.001577102,0.006274799,0.000890248,0.004195719,0.001112089,0.001373532,0.000865803,0.002597818,-0.004486722,0,0.004636385,-0.003243528,-0.003499962,0.005541893,-0.002770815,-0.003164759,0.00056244,-0.000483273,0.000186455,-0.000114328,-0.001080696,0.00136478,0.001543654,0.001178021,0.001690421,0.00529893,-0.001763664,0.001928312,0.000954955,-0.000180096,-0.000339043,0,0
Guinea,0.9531,12,0.000197517,9.53E-05,0.001018032,-0.000136056,-0.000394937,-0.000220109,0.000976919,0.000897098,-0.000104753,0.005219045,0.000163692,0.004353638,0,0.000105478,0.000147005,0,0.003515114,-0.001362057,3.27E-05,0.000459612,-0.000625281,-0.00270291,-0.000203904,0.000111025,-0.000943431,0.000270979,0,0.019166926,0.000477538,0.006212589,0,0.052762144,-0.000330838,7.22E-05,0.000416223,0,0,0
Dominica,0.8028,10,-0.000735689,0.000230012,0.002025787,-2.40E-06,0.000290392,7.99E-05,0,0,0,0,0,0.000932678,0,0.000884223,-0.001532477,-9.82E-05,0,0.001304478,0.005247738,0,0.000878273,3.89E-05,-2.63E-06,0.000771797,0,-0.002293534,0,0.000434512,0.003430078,-0.000281493,0,0,0,0,0,0,0,0
Turkey,0.8521,0,0,-0.000298251,0.000714736,-0.000146493,-0.002439718,0.001481481,-0.018054239,-0.007327971,0.024312302,-0.003373891,0.004128539,-0.002503439,0.031704815,0.010205942,0.019974046,0.016840035,0,0,0.040360708,0,-0.01386183,0.124938234,-0.005201828,0.018918722,0.048697679,0.000848666,-0.005517113,-0.008514985,0.004669045,0.003639456,-8.42E-05,-0.002659647,0.004315974,0,0,0,0,0
Thailand,0.8736,5,-0.000151275,-0.000677427,-0.002321103,-0.00066589,-0.000391786,-0.000949019,-0.000727205,0.003877676,-0.001811441,0.000577835,0.000389048,-0.000875137,0.001208634,-0.001008093,0.00181443,-0.000277882,-0.000158222,0.006386167,0.007140881,0,-0.000162057,-0.003153682,0.00040308,0.000443353,-0.003363774,-0.000499094,0.001261241,0.000230406,0,-0.000477578,0.002648594,1.42E-05,1.02E-05,-0.000226547,0,0,0,0
Chile,0.9712,6,-0.001201912,0.000740131,-0.002146416,-0.000403173,-0.000309571,-0.001974237,-0.000851999,0.000343706,0.001635542,-0.001143342,-0.001023088,-0.000544713,0.008047426,0.002628286,0.000800835,0.000310763,-0.002639637,0,-0.000589996,-0.002446929,-0.001023907,-0.003239872,-0.001575022,-0.002456283,0.000145167,-4.17E-05,-0.000239936,0,0.057529734,0.048063164,0.014515295,-9.60E-05,0,0,0,0,0,0
Zimbabwe,0.7572,5,0.001666529,-0.000407568,8.41E-05,0,0.000247875,0,0.000413204,-0.008892875,-0.003804814,0,-0.004504843,-0.001258617,-0.002201366,-0.000511945,0.00390317,0.001968063,-0.004608407,0,0.000572454,-0.000283817,0.001119245,-4.96E-05,0.006942612,-0.001414653,0.004902913,0.000391929,9.49E-06,0.002441633,0.003301338,0,0,0,0,0,0,0,0,0
Bulgaria,0.9048,19,-0.002857345,-0.000106764,-8.03E-05,0.000262431,0.00016076,7.78E-06,-0.000278606,3.07E-06,4.60E-06,0.000242466,8.31E-06,-9.84E-05,-0.000606661,0,0,0.000258367,-0.000146241,0,0.003556003,8.28E-05,0.000213518,-0.000430066,-0.003689458,-0.002558432,0.000110928,-0.000355973,0,4.01E-05,-2.58E-05,-0.000363104,0.000923359,-2.75E-05,0.000398264,0,0,0,0,0
Bhutan,0.8137,17,-4.68E-06,4.63E-05,-0.00010717,0.000196449,-3.30E-06,-0.000440531,-0.000352864,-0.000105133,-0.000325377,1.94E-05,-0.000129216,-0.000493113,-0.000471566,-0.000429758,7.90E-05,0.000772811,0,0,0.001208736,0,0,0.011693519,-0.001381732,-0.000168008,0,0.00402994,0,0.002800597,0.019268213,0.000508442,0,0,0,0,0,0,0,0
Afghanistan,0.9634,16,0.005748115,0.001072486,-0.00011399,0.000558615,0.001170366,0.000624838,0.000590944,0.000687691,0.001712158,0.001795542,-0.000532432,0,0,-0.00082243,0.005955102,-0.011318468,-0.004570182,-0.000273159,0.007206207,0.001567471,-0.00117069,0,0.001104587,0.002411613,0.000940457,-0.000784852,0,0.03642886,-0.002523111,-0.00242757,0.000626456,0,0,0,0,0,0,0
France,0.7594,14,-0.001640102,0.000574573,0.000678091,-0.001711545,-0.001620317,-0.002526037,-0.002465186,3.34E-07,9.58E-05,0.000323041,-0.004219856,-0.001626619,0.00899793,0.002804745,0.000143687,-0.003047555,0.003039256,0,-0.01221489,-0.004665315,-0.011753584,-0.002999707,-0.000574094,0.000267906,-9.51E-05,-0.000157121,-0.000321426,-0.000214983,-1.16E-05,0.052278107,0.039623305,-0.008561192,5.58E-05,-0.01443244,0.079940984,-5.15E-05,0.001088436,0
Iraq,0.8949,12,0.000225962,-0.001772679,-0.007099215,0.001571681,0.000286454,0.000232288,-0.000169458,-0.000167282,0.005797411,-0.008317292,-1.43E-05,0,-0.004020265,0,-0.002613364,-0.001970896,-0.002579108,-0.004429146,0.004465726,-0.000917943,1.75E-05,0.00158249,-0.00051421,0.016767471,-1.23E-05,0.000482791,0.000244812,0,0.000477767,-0.000263239,-3.95E-05,-9.38E-05,0,0,0,0,0,0
Laos,0.8237,7,-1.67E-05,0.000237758,0.00061637,0.001485274,0.001660682,0.001289868,0.002746842,0.004749155,-0.00021393,0.000672182,0.000670653,0.000582994,0.002526279,6.48E-05,-0.000106397,2.94E-05,3.89E-05,-0.000407344,0,0.000365182,0,-0.000836939,-0.000361652,0.000998255,-6.19E-05,0.000709232,0.010404775,0.000186811,0.000642055,0.000198296,0.002765711,-0.000180605,0.001677919,-0.010830579,0.000410447,-0.001783185,0,0
Cape Verde,0.9561,19,3.84E-06,1.15E-05,-0.000296591,0,0.000918015,0.000448826,0.002259326,0.001968554,0.002237502,-0.000442412,0.000438451,-1.30E-05,-8.41E-05,-0.000128129,0,0,-0.000283656,0.005382273,0,-1.97E-05,-0.002861361,-0.003701032,0.001267811,-0.001489798,-0.000344662,0,0,-0.00483526,0.000610163,0.000648747,0.033743882,-6.25E-05,0,0,0,0,0,0
Belize,0.7534,12,0.002497492,0,0.003892746,0.000656479,0.002550353,0.000984221,-0.00229834,-0.001009129,-0.004699647,9.29E-05,0,0,0.005591248,-0.000293819,0,0.000573267,-0.001176675,3.36E-05,0,-0.002656571,-0.001474155,-0.005209396,-0.004388849,-0.002238791,0,0,-0.000347723,-0.000658475,-0.002120652,-9.99E-05,-0.000520218,-0.000589269,0,0,0,0,0,0
Kosovo,0.8767,17,0,-0.000294916,0,0,0.002833349,0,0.000589032,2.79E-05,0.001674174,0.000521998,-0.00103536,0.014038058,-0.00011947,0.00567262,0.000230036,0,0.005009653,-0.002817466,0.000559233,-0.000315997,-0.001322168,-0.002086537,-0.00101313,-0.002225064,0.000336656,0.010563334,0,0.002535936,0.002194427,0.008606587,0.000718231,0,0,0,0,0,0,0
Barbados,0.8753,6,-0.000555373,0,0.000722796,0.000551646,0.001794386,0.000158631,0.005002296,0,5.44E-05,0,0,1.82E-05,0.00284922,-0.000191703,-0.001500738,-0.001651633,-0.00184796,0,0.036768878,3.35E-05,-0.000686138,-0.000659378,0.000245042,0,0.001160986,0,0.00132357,0.003117499,0,-0.000245047,-7.98E-06,0,0,0,0,0,0,0
Guam,0.7672,19,0,0.004040498,0,0,0.003400768,0,-0.000879504,-0.00038233,3.49E-05,-0.001049406,-0.000338851,0,0,3.70E-05,-2.46E-06,0,-0.000419644,-2.43E-05,0.004191628,-0.001831624,-4.02E-05,0.002746143,-0.001256248,-0.000843564,-6.53E-06,-0.000848143,-0.001064061,6.30E-06,0.000410481,0,9.82E-05,-0.000100089,0,0,0,0,0,0
Solomon Islands,0.7092,17,0,0.135799854,-0.025246253,0,0.10838327,-0.000545482,0,0,0,0,-0.000407305,0,0,0,0,0,0,0,0,0,0,0,-0.012401329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Democratic Republic of Congo,0.8533,0,0.001219191,0.000847588,0.00324228,0.001326875,0.00204126,0.001058858,0.001758203,-0.001294401,0.002533064,0.000652159,0.002583693,0.006199264,0.007703471,0,0,0,0.001359138,0.000275408,0.001806956,0.000157557,-0.000262328,0,0,0,0,0,0.004999498,0.003131082,0.007433596,-0.000338021,-0.00462436,0,0,0,0,0,0,0
Ecuador,0.928,19,0,0,0,0,0,0,-9.42E-05,-0.001948381,0,0.000106365,0,0,0,0,0,0,0,0,0.368541283,-0.000188489,0.001597613,0,0,0.000510555,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,0.8844,4,3.73E-05,-0.00023795,0.000822656,0,0.006386952,0,0,0,-0.000595519,0.016217225,-0.00041634,-0.00015158,-0.078922521,-0.006319614,0,2.62E-05,-0.001606328,0,-7.65E-06,0.001060853,0,-0.001181148,0,0.007233829,-0.001727683,0.038103535,0.016596353,-0.000209395,0,0,0,0,0,0,0,0,0,0
