,CountryName,RegionName,Jurisdiction,C1_School closing,C1_Flag,C2_Workplace closing,C2_Flag,C3_Cancel public events,C3_Flag,C4_Restrictions on gatherings,C4_Flag,C5_Close public transport,C5_Flag,C6_Stay at home requirements,C6_Flag,C7_Restrictions on internal movement,C7_Flag,C8_International travel controls,E1_Income support,E1_Flag,E2_Debt/contract relief,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H5_Investment in vaccines,H6_Facial Coverings,H6_Flag,H7_Vaccination policy,H7_Flag,H8_Protection of elderly people,H8_Flag,V1_Vaccine Prioritisation (summary),V2A_Vaccine Availability (summary),V2B_Vaccine age eligibility/availability age floor (general population summary),V2C_Vaccine age eligibility/availability age floor (at risk summary),V2D_Medically/ clinically vulnerable (Non-elderly),V2E_Education,V2F_Frontline workers  (non healthcare),V2G_Frontline workers  (healthcare),V3_Vaccine Financial Support (summary),V4_Mandatory Vaccination (summary),ConfirmedCases,ConfirmedDeaths,cases,R_mean,R_var,Q0.025,Q0.5,Q0.975
2021-06-13,Afghanistan,,1,3.0,1.0,2.0,1.0,2.0,1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,1.0,1.0,0.0,-1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0,-1.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,89861.0,3527.0,89861.0,1.0750079183405976,3.655538554634077e-06,1.0712642891042705,1.0750067851485947,1.078757987413492
2021-06-14,Afghanistan,,1,3.0,1.0,2.0,1.0,2.0,1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,-1.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,91458.0,3612.0,91458.0,1.0740736299121003,3.5862357820607637e-06,1.0703637313736913,1.0740725160961766,1.0777898581744227
2021-06-15,Afghanistan,,1,3.0,1.0,2.0,1.0,2.0,1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,-1.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,93272.0,3683.0,93272.0,1.0731491753949416,3.5191594221057886e-06,1.0694745664642347,1.0731480817428674,1.0768299994600734
2021-06-16,Afghanistan,,1,3.0,1.0,2.0,1.0,2.0,1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,-1.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,93288.0,3683.0,93288.0,1.0722455889789375,3.453712165415619e-06,1.0686060831231345,1.0722445152337254,1.0758911968401157
2021-06-17,Afghanistan,,1,3.0,1.0,2.0,1.0,2.0,1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,-1.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,96531.0,3842.0,96531.0,1.0711803624031493,3.3897765110578936e-06,1.0675752165795178,1.0711793078037717,1.0747915014279643
2021-06-18,Afghanistan,,1,3.0,1.0,2.0,1.0,2.0,1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,-1.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,98734.0,3934.0,98734.0,1.0698923904274937,3.3269965060128786e-06,1.0663211687183267,1.0698913543505837,1.0734695000761953
2021-06-19,Afghanistan,,1,3.0,1.0,2.0,1.0,2.0,1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,-1.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,100521.0,4030.0,100521.0,1.0682896438563083,3.264947423819285e-06,1.0647510846955432,1.0682886251314176,1.071833992346518
2021-06-20,Afghanistan,,1,3.0,1.0,2.0,1.0,2.0,1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,-1.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,101906.0,4122.0,101906.0,1.0662510604027973,3.204279282161207e-06,1.0627447090740876,1.066250058237761,1.0697631069526679
2021-06-21,Afghanistan,,1,3.0,1.0,2.0,1.0,2.0,1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,-1.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,103902.0,4215.0,103902.0,1.0638707657606687,3.1445576627578453e-06,1.0603991392082195,1.063869781161233,1.067348681733284
2021-06-22,Afghanistan,,1,3.0,1.0,2.0,1.0,2.0,1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,-1.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,105749.0,4293.0,105749.0,1.0612249485458425,3.0863515525864503e-06,1.0577842511065443,1.0612239790109257,1.0646711557720332
2021-06-23,Afghanistan,,1,3.0,1.0,2.0,1.0,2.0,1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,-1.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,107957.0,4366.0,107957.0,1.0583121266973161,3.0305712035632092e-06,1.0549025736899964,1.0583111720243865,1.0617269360192516
2021-06-24,Afghanistan,,1,3.0,1.0,2.0,1.0,2.0,1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,-1.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,109532.0,4452.0,109532.0,1.0554132243383803,2.977403110715167e-06,1.0520338772307298,1.0554122839390323,1.0587979156578935
2021-06-25,Afghanistan,,1,3.0,1.0,2.0,1.0,2.0,1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,-1.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,111592.0,4519.0,111592.0,1.0525741877333916,2.9275493894805055e-06,1.0492236010659544,1.052573260787848,1.0559300421558357
2021-06-26,Afghanistan,,1,3.0,1.0,2.0,1.0,2.0,1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,-1.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,113124.0,4594.0,113124.0,1.0499035171896092,2.881024834011843e-06,1.0465799675715917,1.0499026028313139,1.0532322630303417
2021-06-27,Afghanistan,,1,3.0,1.0,2.0,1.0,2.0,1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,-1.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,114220.0,4650.0,114220.0,1.0474034640761904,2.8367823875032954e-06,1.0441046108093315,1.0474025611131261,1.0507074488076102
2021-06-28,Afghanistan,,1,3.0,1.0,2.0,1.0,2.0,1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,-1.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,115751.0,4730.0,115751.0,1.0451953541899845,2.7962780126684937e-06,1.0419213640252263,1.0451944629150955,1.0484744093963692
2021-06-29,Afghanistan,,1,3.0,1.0,2.0,1.0,2.0,1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,-1.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,117158.0,4794.0,117158.0,1.0431538659543025,2.7586931782300973e-06,1.0399005689147105,1.043152984194132,1.0464121739641628
2021-06-30,Afghanistan,,1,3.0,1.0,2.0,1.0,2.0,1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,-1.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,118659.0,4871.0,118659.0,1.0412772412543867,2.723534501924318e-06,1.0380451046405463,1.0412763693652503,1.0445150393314533
2021-07-01,Afghanistan,,1,3.0,1.0,2.0,1.0,2.0,1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,-1.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,120216.0,4962.0,120216.0,1.039633514016571,2.6906783489609603e-06,1.036420687860707,1.0396326511583043,1.0428512437247452
2021-07-02,Afghanistan,,1,3.0,1.0,2.0,1.0,2.0,1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,-1.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,122156.0,5048.0,122156.0,1.038119651258774,2.659341081342266e-06,1.0349258934392203,1.0381187973748283,1.0413182616303154
2021-07-03,Afghanistan,,1,3.0,1.0,2.0,1.0,2.0,1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,-1.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,123485.0,5107.0,123485.0,1.0366397567050423,2.63006715985547e-06,1.0334632300068822,1.0366389108092138,1.0398210905593794
2021-07-04,Afghanistan,,1,3.0,1.0,2.0,1.0,2.0,1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,-1.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,124748.0,5199.0,124748.0,1.0350621270174796,2.601685609628793e-06,1.0319037437062502,1.035061289487739,1.0382252699411012
2021-07-05,Afghanistan,,1,3.0,1.0,2.0,1.0,2.0,1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,-1.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,125937.0,5283.0,125937.0,1.0335054693958061,2.574465737400899e-06,1.030361389299924,1.0335046381884805,1.036654273174317
2021-07-06,Afghanistan,,1,3.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,-1.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,127464.0,5360.0,127464.0,1.0318994108962274,2.548193382742551e-06,1.0287736315985758,1.0318985880637883,1.0350298662827226
2021-07-07,Afghanistan,,1,3.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,-1.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,129021.0,5415.0,129021.0,1.030303871011109,2.5235908334826067e-06,1.0271937172975303,1.0303030550220713,1.0334188624068168
2021-07-08,Afghanistan,,1,3.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,-1.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,130113.0,5477.0,130113.0,1.0287614600086703,2.499762014908387e-06,1.0256643340529394,1.0287606497359758,1.0318631906772544
2021-07-09,Afghanistan,,1,3.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,-1.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,131586.0,5561.0,131586.0,1.0272427046619268,2.4773034548952147e-06,1.024161567726592,1.0272419015525664,1.0303285231854598
2021-07-10,Afghanistan,,1,3.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,-1.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,132777.0,5638.0,132777.0,1.025635901735827,2.4559882074165716e-06,1.022567411557075,1.025635103680567,1.0287094655291744
2021-07-11,Afghanistan,,1,3.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,-1.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,133578.0,5724.0,133578.0,1.0240021118828424,2.435309669691762e-06,1.0209467235418677,1.0240013198693187,1.027061573143075
2021-07-12,Afghanistan,,1,3.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,-1.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,134653.0,5791.0,134653.0,1.0222428847190883,2.41560963277233e-06,1.019198534852767,1.0222420968461168,1.0252917120024871
2021-07-13,Afghanistan,,1,3.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,-1.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,135889.0,5849.0,135889.0,1.0204146581253752,2.397147081120732e-06,1.0173822741165335,1.020413875035676,1.0234514923683529
2021-07-14,Afghanistan,,1,3.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,-1.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,136643.0,5923.0,136643.0,1.0185823882677056,2.379826750994051e-06,1.0155618150811292,1.0185816098708398,1.021607385019434
2021-07-15,Afghanistan,,1,3.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,-1.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,137853.0,5983.0,137853.0,1.0166715708111147,2.3634587838556867e-06,1.013661089174838,1.0166707961550197,1.019686454754052
2021-07-16,Afghanistan,,1,3.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,-1.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,139051.0,6072.0,139051.0,1.0149077069855599,2.3481792071618624e-06,1.0119073088815096,1.0149069361748435,1.017912485543303
2021-07-17,Afghanistan,,1,3.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,-1.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,140224.0,6098.0,140224.0,1.0132486429690242,2.3345133803919883e-06,1.0102558429650843,1.0132478748026381,1.016245808399145
2021-07-18,Afghanistan,,1,3.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,-1.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,140602.0,6147.0,140602.0,1.011697838851712,2.322190591733847e-06,1.0087139974803818,1.0116970741084597,1.0146860261958381
2021-07-19,Afghanistan,,1,3.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,-1.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,141499.0,6213.0,141499.0,1.0103709812432884,2.3113731922185317e-06,1.0073927844593182,1.010370218390787,1.013353513255074
2021-07-20,Afghanistan,,1,3.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,-1.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,142414.0,6266.0,142414.0,1.0092564792611243,2.302026487091717e-06,1.0062850885616554,1.00925571905414,1.0122321901541511
2021-07-21,Afghanistan,,1,3.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,-1.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,142762.0,6293.0,142762.0,1.0084440517093165,2.294068662711371e-06,1.00547849421935,1.0084432938754042,1.01141391590687
2021-07-22,Afghanistan,,1,3.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,-1.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,143183.0,6325.0,143183.0,1.007921648538162,2.287522018841855e-06,1.0049581553027442,1.00792089136674,1.010889444716289
2021-07-23,Afghanistan,,1,3.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,-1.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,143439.0,6357.0,143439.0,1.0076291822250862,2.2819459676475767e-06,1.004670761784217,1.0076284274262854,1.0105918921252535
2021-07-24,Afghanistan,,1,3.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,-1.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,143666.0,6393.0,143666.0,1.0075696901550162,2.2774921123338394e-06,1.004614183335708,1.0075689369708116,1.0105291399309286
2021-07-25,Afghanistan,,1,3.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,-1.0,0.0,-1.0,1.0,1.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,-1.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,143871.0,6425.0,143871.0,1.0077307491692633,2.273577303377187e-06,1.0047772739166072,1.0077299969693092,1.010688499112188
2021-07-26,Afghanistan,,1,2.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,-1.0,2.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,1.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,-1.0,2.0,0.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,144285.0,6477.0,144285.0,1.0080679945019537,2.2701082448645224e-06,1.0051169268481073,1.0080672437805287,1.0110233284437085
2021-07-27,Afghanistan,,1,2.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,-1.0,2.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,1.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,-1.0,2.0,0.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,145008.0,6515.0,145008.0,1.0085141112298932,2.266914241214166e-06,1.0055654431787326,1.008513362061719,1.0114670367419687
2021-07-28,Afghanistan,,1,2.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,-1.0,2.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,1.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,-1.0,2.0,0.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,145552.0,6577.0,145552.0,1.0090299097943116,2.2637443374771597e-06,1.0060839559984114,1.0090291623885637,1.011980111035402
2021-07-29,Afghanistan,,1,2.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,-1.0,2.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,1.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,-1.0,2.0,0.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,145996.0,6615.0,145996.0,1.00947306895874,2.2599794330863675e-06,1.0065290424543503,1.0094723228594529,1.0124213354838103
2021-07-30,Afghanistan,,1,2.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,-1.0,2.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,1.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,-1.0,2.0,0.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,146523.0,6677.0,146523.0,1.009702225479161,2.2554240593358737e-06,1.006760676309065,1.0097014808049534,1.01264800657133
2021-07-31,Afghanistan,,1,2.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,-1.0,2.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,1.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,-1.0,2.0,0.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,147154.0,6708.0,147154.0,1.009758766800086,2.2503968934562383e-06,1.0068193875115363,1.0097580232666306,1.0127023715279102
2021-08-01,Afghanistan,,1,2.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,-1.0,2.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,1.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,-1.0,2.0,0.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,147501.0,6737.0,147501.0,1.009539823384597,2.2447877963989664e-06,1.0066052136712564,1.00953908210308,1.01247864573963
2021-08-02,Afghanistan,,1,2.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,-1.0,2.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,1.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,-1.0,2.0,0.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,147985.0,6774.0,147985.0,1.0091240012851892,2.238471242693258e-06,1.0061944653847674,1.0091232622618136,1.0120577369944725
2021-08-03,Afghanistan,,1,2.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,-1.0,2.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,1.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,-1.0,2.0,0.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,148572.0,6804.0,148572.0,1.008580223939668,2.2319200414166254e-06,1.0056544001140109,1.008579486391306,1.011510239191808
2021-08-04,Afghanistan,,1,2.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,-1.0,2.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,1.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,-1.0,2.0,0.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,148933.0,6836.0,148933.0,1.0079284081615931,2.2253141908225043e-06,1.0050058822667955,1.0079276717995898,1.0108551187408925
2021-08-05,Afghanistan,,1,2.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,-1.0,2.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,1.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,-1.0,2.0,0.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,149361.0,6864.0,149361.0,1.0072041713391524,2.218977423695975e-06,1.0042855826647399,1.0072034361623143,1.010127473913126
2021-08-06,Afghanistan,,1,2.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,-1.0,2.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,1.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,-1.0,2.0,0.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,149810.0,6879.0,149810.0,1.0063816501179241,2.212885954062627e-06,1.0034667747424926,1.006380916481465,1.0093006946888177
2021-08-07,Afghanistan,,1,2.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,-1.0,2.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,1.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,-1.0,2.0,0.0,1.0,2.0,0.16,0.16,2.0,2.0,2.0,2.0,5.0,0.0,150240.0,6897.0,150240.0,1.0056494101459656,2.207049484184759e-06,1.00273910147839,1.0056486782748342,1.008563877976791
